summary,Adventure,Angst,Drama,Family,Friendship,Humor,Hurt_Comfort,Romance
"England ends up summoning his and France's mothers, who have therefore the unlucky chance to see how their sons have grown up and meet their grandsons. Requested sequel to How we met",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
"A World Meeting is supposed to occur, but when America and Germany don't show up, the other nations start panicking. After all, what could it mean? Rated T for language.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"In late 2012, Austria finds the old musical doodles of Croatia, and returns them to their rightful owner. Meanwhile, both Croatia and Serbia deal with the still-fresh memories from lifetimes ago.",0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
"For five years now Tino has been hiding from his past in the far North, scraping up a living and keeping himself sane through painting. But his peace and quiet is disturbed, when quiet but menacing Swede Berwald arrives and slowly brings Tino back to life and pulls him out from the night the Finn had cast himself into. But eventually Tino's past catches up with him...",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
"Antonio and Lovino have been a couple for a long time. Maybe it's about time that one of them proposes. Spamano. One-shot. Sequel to ""A child's first love"" and ""A teen's first kiss"".",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
"So far, Finland is having a less-than-perfect Christmas. He is tired from delivering presents all night, and above all, he has to attend another tedious World Meeting. Bleh. But when he gets there, he discovers that it isn't a normal meeting... (Oneshot)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Belarus thoughts on Poland and it's deeds in the past.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
"The Jones-Williams' had one heir to their dynasty. To protect him, they commissioned the creation of a clone. They'll never admit which one of their ""sons"" is a clone, but everyone thinks they know. What they think about that is their business. What they do about it is Mathew's.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"What Yao wanted, he got. Why would the hot Russian be an exception? (Completed!)",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Typical ‘America as a colony’, except England is the main character. TW for mentions of past child abuse, child abuse, and just general trauma. Please keep yourself safe.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"In a world were the sun is blocked out, Countries and poeple try to survive alone. Canada has to learn how ti take care of his brother amd other broken nation he finds.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"It's some more Cardverse B.S.! Queen-to-be Arthur plots to kill his King. You know, casual Queenly stuff, but Alfred has other plans.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
"When his older brother is diagnosed with a devastating disease, fifteen-year-old Feliciano must come to terms with Lovino's rapid deterioration and the new timescale imposed on their life. With only a few years left together, he soon realises the depth of his love for Lovino, and the strength of a brotherly bond that can never be broken.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ever since the events of WW2, Ivan Braginski is constantly seeing the images of a certain Prussian in his dreams, his love interest turned enemy, Gilbert Beilschmidt. After the war ended, Ivan goes through a long period of sorrow, but is forced to put it all into hindsight as the head of the Soviet Union. Little did he know he would soon be reunited with his Gilbert...",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"All that lives must die, but that is not the end. Some live on. A young boy wonders away from the English Colony of Roanoke. Something else returns. -Cover image was painted by me.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Iceland is no stranger to death. Why, then, does it terrify him so? If his family truly loves him, why does he feel like an outcast? Worry plagues his thoughts, keeps him from sleep, a constant presence in his life. It's normal, they say, they've all been there. Why, then, is it so hard for him to open up to them?",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
"Bella is the eldest of the daughters of King Berwald and his queen. But after their death, her uncle raised her and her siblings. Now the girl is 18 and wonders about the surface world. But her uncle forbids her from going up. This causes the girl to strike a deal with a sorcerer to finally see the land above. Somewhat based off The little Mermaid.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Everything that Camille did was for her. Every tight shirt and short skirt she wore was for her— every wink, every flirty smile, it was all to protect her (based on a Harry Potter tumblr post, featuring Monaco in the place of Fleur Delacour and Seychelles as her younger sister Gabrielle).",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Prussia learn something new about his old enemy WARNING this is not Historically accurate,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
"Arthur sails across the Atlantic to give a young Alfred a gift. Alfred finds a new fascination, which will bring the whole world to places no one—let alone Arthur Kirkland—ever dreamed possible.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"Arthur and Francis are used to little Alfred and Matthew's strange requests. Still, they are caught unprepared when the kids asked for a little sister. Well, they could still adopt another child.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Roderich and Vash are young and spirited and maybe more than a little in love. Neither care about what this truly means for them, but as the days get longer and the wars they fight get tougher both are forced to face their futures in the worst way possible. Apart. A collection of instances where Aus/Swiss still share a bed, and are, indeed, too close for outside comfort.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"So, some Vikings walk into a bar. And also Emil is there.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Inspired by aluox on Tumblr. For as long as he could remember, Alfred could see ghosts. It wasn't really a gift - the ghosts looked how they died, gunshot wounds with pouring blood, charred black bodies, every kind of graphic gore imaginable. And he had to go to a haunted school. Yay.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Many strange people come and go through Romano's little dress shop. Some get on his nerves, others he could even tolerate",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Come now, it's only a closet!"" France said, putting a hand on the knob, ""Besides, mon précieux Canada won't have anything strange-"" France opened the closet and screamed. Most nations have figurative skeletons in their closet, really, who doesn't? But apparently, France's 'précieux Canada' had a literal skeleton in his closet.",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Hisana meets a little white haired boy while looking for Rukia and takes pity on him.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"Gin and Rangiku sure knew what suffering meant, but what they didn't expect was that author forcing them to suffer even more. Yeah, that author is me. With a few AUs and scenarios, like the title says, about GinRan and Shiro-chan being a family... I know this is not a good summary -it's not even a summary-, but somehow I have to catch attention, don't I? Enjoy my madness :)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Months after Aizen's defeat, & the gang is back to resuming their normal lives while also forming a unique friendship with the remaining Espada. As Orihime tries to move on from the ordeal while figuring out her relationship with her previous jailer, a mysterious figure falls from the sky and begins to hunt her down. But why? [UlquiHime] [COMPLETE!]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"Ichigo Despite living a normal life can not help feeling that something is happening, for his bad luck doesn't know how right it is. A guy with armor and a bastard sword is the encounter with a new empire. Alternative canon post-Aizen. I hope you enjoy it. (I suck with the summary) Rating T: Blood",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"After a long and very irritating day, Aizen is just happy to go home. AiGin cuddly fluff. Standalone story. Set after Aizen makes the fake sun in Huecco Mundo.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"There's quiet, stillness. Some is her doing - the anchor of her keeping him from drifting - while the other is his - his measured breathes, his thoughts beginning to slow, until his mouth moves, and he wonders aloud, ""You've done this before.""",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kisuke contemplative, just after exile. Very short! Done for Michael Lindsay. You will be missed.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"If only Nemu were a butterfly... (Implied IshiNemu. Drabble. Once again, Mayuri is mean.)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Rukia twirls her comb, always ready to tame the red petals known as Renji's locks. (RenRuki. Prompt: Higanbanas & Hair. Ichika is in this too!)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
She takes a drag from his cigarette and watches his lips in the dark car.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Rangiku wishes she had bad memory. (GinRan. Prompt: Memories & Wishes.),0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Uryuu Ishida is not like his father. (200 words. Prompt: Allies.),0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
"It's a realization that comes as he's standing in the grocery store. It doesn't hit him until they get home. Rukia, as usual, doesn't begrudge him his ineptitude.",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
"Things fall into chaos soon enough, suddenly Qunicy aren't as extinct as they've been led to believe, Ichigo learns a startling truth about just who his zanpakutō spirit really is, and Gin is staring at him with newly dull icy blue eyes as the man lays dying once more. for GinIchi Day 2019. Time Travel AU.",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
"When Ichigo's phone buzzes, he assumes it's a reminder to buy milk on the way home, instead the text reads: ""I'm pregnant."" And Ichigo. Did not see this coming.",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
"The thing about rumors is that there's always some kind of truth to them. It might not be the obvious thing that happens to be true, the thing that has everyone's attention, because that would be too easy. What's true is usually the thing buried beneath it. But sometimes. Sometimes, the whole rumor is true, and sometimes, they're true because the rumor made it that way.",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
"This is a history Ichigo x Soi fon, they are interesting for me. It is my first fic, I hope you enjoy it.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Good memories aren't supposed to haunt you as much as the bad memories do.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"He can tell that she's guilt-ridden; the death of Isshin has taken its toll on everyone, and it's been especially harsh on Ichigo and her. But she cannot continue to live like this (or: Rukia comes back to Karakura months after the war). Written for Ichiruki Month 2019. Canon Divergence.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"Awaiting judgment on charges of desertion for going to Hueco Mundo, Rukia and Renji have been detailed to the Onmitsukidou for an undercover mission in the World of the Living. Now, they're chasing down incorporeal monsters, pretending to be humans, managing restless zanpakutou spirits, and trying to live together under the same roof. Sequel to ""See You on the Other Side""",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"With Las Noches being rebuilt and the wounds left by the Blood War slowly mending, Grimmjow ventures into the Living World to demand the rematch he had been promised. Upon arriving, he finds that not only is Kurosaki not there, but he has disappeared entirely; an imposter wearing his human skin in his stead. Grimmjow goes to seek answers, but finds more than he'd bargained for...",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"When Toshiro received a message from one of the twins, he couldn't help but wonder. Why would she confess to someone like him? Even so, he decided to reply back with a question. Asking her if she would like to go on a date with him the day before his birthday. How will this date turn out? Read and find out! Genre: Slice of Life, Romance, ONE-SHOT. Rated T (just in case)",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
"He wills, and she obeys. Aizen/Rukia",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Rukia is stuck in a hospital waiting room with her old pal Renji, except that it turns out he's a little tired of waiting.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Gin takes care of a nuisance for Aizen and kills their third seat for asking too many questions in the hopes of impressing him. The murder was planned. His reaction however was not. AiGin. Hurt/comfort with emphasis on the comfort. Mild blood and gore mentions. Heirverse but Can definitely be read as a standalone story. Collab with Timewaster123456789.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"HITSUHINA ONESHOT. Toshiro and Momo are engaged! And it won't be long before the bells ring and the wedding march begins! But before that awaited union, let's see how they spend their days together as they anticipate the best of things to come!",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"'Will you give my love to Spring when you see him' 'What are you talking about, Summer? I wake Winter.' Winter. He had heard that word. Humans uttered it with dread, 'It will be a harsh winter. We'll never make it through.' Humans uttered it with fear, 'Last winter we lost almost the whole herd to starving wolves. They'll come to hunt us this winter, it's the season of death.'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Six years ago, Kisuke was given a choice: sacrifice one boy to a power he didn't fully understand or lose a war and damn the millions of lives that depended on him. So, really, no choice at all. The courts didn't see it the same way.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
