,Summary,Adventure,Angst,Drama,Family,Friendship,Humor,Hurt_Comfort,Romance
380,"Kaiba Seto has finally found a woman who refuses to throw herself at his feet. Naturally, he proposes. And naturally, Anzu suspects foul play. Bakura taking credit doesn't help the situation much.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
381,"one-shot YM&YY Yugi is the quiet, shy type, but when he catches the eye of twins Yami and Atem who are a gifted teen beautician team at Domino High, can they help him out? And why is Yami acting so strange around Yugi?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
382,Tea ends up in Ancient Egypt after having a terrible fall. Now Tea needs to learn what fear she needs to overcome in order to get home. The last chapter is up! Yami/Tea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
383,"Post series, solid Yami. Weeks after the Ceremonial Battle, Kaiba is plagued with dreams of his past life. Against his better judgment, he visits Yugi with the intent of confirming his suspicions about Pharaoh Atem.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
385,"Yugi comes home from school, and he's sick! He and Yami just think its from walking in the rain, but are they wrong? Warning: Contains Yaoi. Yami x Yugi [COMPLETED]",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
386,ONESHOT: Seto comes up with a new pet name for Joey because Joey doesn't like being called 'puppy.' Joey doesn't like his NEW pet name either. Poor Seto. He doesn't know what he did wrong.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
387,"When Yugi, Yami, Ryou, Bakura, and Tea are all invited to a new Kaibaland in Miami, Florida there whole world gets turned upside down. When there plane crashes in Colorado, they are now trapped and have to survive the wild until they are found. Even in the darkness of the woods, a new love will be found. Yaoi. Yami x Yugi, Bakura x Ryou, Kiba x Joey",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
388,Seto Kaiba would do anything to keep his company. Even if that meant having to pretend to date Yami. Prideshipping.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
389,"Yami's been figuring how to confess his feelings to Yugi for the longest time now, and he gets distracted or interrupted every time he tries. A sports meet at school might just be the solution to all his problems...",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
390,"Every night at 1AM Ryou watched Bakura sneak out, every morning it would not be spoken of. Until the morning when Ryou went to the bathroom and found the sink splattered with red, and pinkish water in the bottom of the shower. It almost looked like... Tendershipping, Post-canon",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
391,"After the ceremonial duel, Yugi disappears into Atem's memory world. Only Yami and 5 of his friends have to rescue him. Along the way they meet Yugi's cousin and Yami's cousin. But one girl wants the throne and Atem all to herself. Can Yugi and his cousin survive their memory world. Puzzleshipping/Blindshipping, Tea/Teana bashing, and 2 OC's.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
392,One does not become ruthless and cold over night. A story about Seto Kaiba's childhood when he was still a happy little kid and how he changed to who he is in the show.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
393,"The tale of a fairy kingdom's High Princes Yami, Bakura, Marik, Malik and Yugi as they search for their missing sixth mate, who is hidden, unknowing of his destiny, amongst the Amaranth... Yuumeishipping AU one-shot",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
394,A bored Yami decides to get a job. At Kaiba Corp. Nothing good can possibly come from this. Set in my post-canon universe. Implied Yami/Yugi. Crackfic. SEQUELS ARE ON AO3,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
395,"Yami works for the FDI: chasing bad guys, getting shot at, boring paperwork, everything that would be the FDI. But, maybe Yami needs more than the adrenaline that he gets from his job. Written with the help of a friend, xfallenangel13x :) Thanks so much, and I hope everyone enjoys this story! Rated T for language. Boyxboy pairings don't like, don't read. Sequel is up, check out CID",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
396,"Separated from the puzzle and his beloved Yami, Yugi finds himself placed in a physic ward by the parents he barely remembers. Alone, Yugi will either fight his way free, or fall into true insanity. Yoai.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
397,"Yami Sennen is the new student going to Domino High, and on his first day there, he meets a music loving Yugi Motou. He always has some song going through his head. Yami may not always have a song in his head, but he has Yugi instead, and he wants him.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
398,"When the pharaoh looked back on it, he never really understood quite how it happened. All he knew was that in one second, Yugi was there – and in the next, he was gone.",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
399,"Precanon Birthday fic for Scribbler. Anzu was never the great friend Yuugi labled her, but sometimes, real friendship means a lot more than popularity ever will",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
400,"Prince Atem of Xanadu is being forced to marry a beautiful airhead by his abusive father. He runs away to Earth and meets Yugi, and along the way, he may learn the true meaning of being human and what real immortality is. Yugi and Atem together!",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
401,Yami is a full vampire his soul mate is yugi but when yugi starts getting abused and has to live with her abusive mother can the vampire king show yugi what it's like to have a family and be love female Yugi x Yami. Possessive Yami (dark yami),0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
402,TWO-SHOT: Having a model for a cousin would be pretty cool. ...If Joey didn't have to play a mannequin for her dresses every once in a while.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
403,"A… minor malfunction - okay, they broke it, but it was an accident! The Millennium Puzzle is in pieces, but this time there's an unfortunate side effect. Namely, Yami is now stuck on the outside, and Yugi is the phantom. And until they can find all the pieces to put the Puzzle back together, Yami is going to have to be Yugi for the day. …This won't go badly at all…",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
404,"ONESHOT: Joey falls into a pit of despair and slowly sinks into a puddle of self-pity. Seto takes advantage of a convenient confession of love. Basically just a little angsty, fluffy oneshot that makes me happy. :3",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
405,"Bakura and Marik give Yugi and Heba Pixie Sticks. This can't turn out good. Long One-shot! Pairings: YugixYami, AtemuxHeba, BakuraxRyou, and MarikxMalik",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
406,"Seto are out shopping in last minute, and bumps into a certain blonde puppy. They get trapped in the elevator... together, don’t forget! Will they survive? SetoJou COMPLETE!",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
407,"Yami looked at the street below, his mind piecing together what happened. He growled slightly. He truly hated everything about the objects in this new world.",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
408,"Complete. MarikxAnzuxMalik. Marik shouldn't have been the person that she spoke to about her worries, shouldn't have been the person to comfort her with his rough words. Somehow, though, things had a way of working out with her.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
409,"""When he was younger, he was addicted to stealing. Without noticing, he has become addicted to someone else."" Bakura's not happy in the afterlife. Why? B/R, YY/Y One-shot companion to Light The Shadows",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
410,After a terrible war took place in what is known as Vampire City life has finally returned to normal. Humans and vampires alike have become closer bringing with it a brighter future for the city. However new enemies are on the rise to threaten this peace and it's up to the city's rulers to protect their people once more. A dangerous game of life and death is about to begin. YxYY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
413,"With Duelist Kingdom over, Christine and the gang return to Domino hoping for a stress-less school year. The Ghouls seem to have different intentions. The arrival of the God Cards seals the fates of both Christine and Yami and nothing will be the same. Sequel to A Witchy Idea in Duelist Kingdom and third in A Witchy Idea saga.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
414,"[SetoYuugi] [Onesided YYY] I know why my color is green. It's not my money, nor my likeness to nature. It's my jealousy. Because you are mine, and no one – especially that 'other half' of yours – can touch you.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
415,Kaiba is put in Jounouchi's debt and grants him a reward. Jounouchi asks for something unexpected. SxJ Oneshot.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
416,"Yami has never liked Valentine’s Day, and the enormous amount of cards he seems to get year after year from people who like him for nothing but his looks isn’t quite helping. It’s up to Yuugi to change his mind about the holiday, if he can. YxYY",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
417,"To some, kisses are just kisses. But to Yugi and Bakura, they're a language all their own...-YBxY-SKxYY-For Toxic Hathor-",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
418,"A different perspective on Seto Kaiba, as he learns to fly and how the development of the BEWD reflect the changes in his character.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
419,"Courtesy to a lame school assignment, Mokuba asks Seto and Katsuya a big question: Who was your first crush or love? The answers he received were not what he had expected. [SetoJou, Kaiba x Jounouchi] OneShot. Happy VDay, everyone!",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
420,"There's something about Yugi that not even the Other Yugi knew about, but after the gang encountered a creature that could fight Duel Monsters equally, Yugi decided it was time that he told everyone about his little secret. ""Eeeh! You're over 1.000 years old!"" ""And here I thought nothing would surprise me anymore …"" (AU, Yaoi. Characters might be OOC. Don't like, don't read).",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
421,"After two years of becoming friends, Anzu and Kaiba's relationship becomes 'best friends', they do everything together. A simple game changes all of that. [complete] Review the story",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
422,SxY The newest secretary for Kaiba Corporations happens to accidentally eavesdrops on a conversation between the CEO and his visitor…,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
423,Yami Atemu Is A Well Known Artist And Created A Clay Version Of His Perfect Partner. One Night His Perfect Love Is Brought To Life And Yami Must Then Help The Boy Adjust To New Life Whilst Dealing With Love And An Obsessed Fan YYxYM Better Than It Sound,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
424,"Post canon. Every journey ends with a choice. Of the new paths before Yugi and his friends, which will they choose to follow?",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
425,"An ancient pharaoh searches to find his place in the current day and age, and a teenager named Yuugi works her way through the troubles of life. Fem!Yugi, fem!Ryou, Y/YY, RB/YB, M/YM, other pairings. Story icon by me. ABANDONED FIC, POSSIBLY TO BE REWRITTEN AT A LATER TIME.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
426,"A fallen angel, Atem, is now stuck on Earth for a while after he acidentlly falls from heaven. Yugi, a tour guide for the Domino Museum, has taken him in to help Atem find a way back. But Atem is in major trouble, Angel Hunters are out to kill him. Atem wants to go back to heaven, but at the same time he doesn't want to go back because now he has a new reason to live. Atem X Yugi",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
427,"Marik moves into a new home, where the ghost of Bakura Touzouku haunts it. The ghost is hungry to live again, and it all comes down to the dwindling choice of which way is right. Thiefshipping.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
428,"AU SKxYY, AxY. When Mokuba suggests that Seto find companionship, he merely brushes it off. However, when he meets an exotic stranger while out on the town, Seto finds his interest has been piqued.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
429,"YamixYugi. Halloween is here, and Yugi has the perfect way to convince Yami to go along with his costume idea...",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
430,"One decision creates more and can change someone or something. When Atem decided to follow his heart instead of what was expected of him, his decision affected all those around him, good and bad, past, present and future",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
431,"Sequel to ‘My Little Aibou.’ Yami and Yugi have settled into their new lifestyle as father and son, but their enemy comes back, and this time presents Yugi with a challenge that may be impossible…",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
432,"Ryou Shiozu looks at life through his camera. It's the safest place for him to be. So when the official dare devil of his new school - Bakura - takes an interest in him, will Ryou step out from behind the lens and really look at life? And love? Tendership",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
433,Kaiba's doing a psychology project His subject? Joey Wheeler. Read as we learn some little secrets about our blonde duellist and if you don't want to you could always laugh at the CEO who's an equivalent to the Hiroshima atom bomb when he's near a kitchen,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
434,AU.Yugi was a happy carefree boy with loyal friends and his love for games.That was until Yami Atemu transferred to his school .The guy had openly shown his disliking to him the moment they first talked.Or so Yugi thought.What is his problem?YxY. Bonus chapter added.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
435,A conversation between two good friends Yuugi and Jounouchi about the ins and outs of their respective partnerships. YxYY and JxS,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
436,Three months ago Yami erased Yugi and Ryou's memory of everything with Yami and Bakura just to make sure they wasn't in pain when Yami and Bakura was gone. Now both Yami and Bakura is back and they only have FIVE DAYS to get Yugi and Ryou to remember them,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
437,"Goku, Vegeta and the Demi-Saiyans all have their tails back, but bad timing for Gohan seeing as how Videl has no idea about a Saiyan tail. Involves Sharpner getting poked in the eye, a hyperactive Goten and Gohan... purring? Post Buu",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
438,"No parent should ever have to bury their child. No loss can ever compare. No full return to normalcy is ever possible. But...perhaps forgiveness can still exist amid all the despair. [AU where Gohan dies against Cell, instead of Goku] [GoChi]",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
